lat,lon,alt,date,device,os,version
40.6757049561,-73.9744033813,32.9715309143,2015-02-18 16:55:28,"iPhone3,1",7.1.2,1.1
40.6772232056,-73.9799728394,30.5028648376,2015-02-18 20:37:20,"iPhone3,1",7.1.2,1.1
40.6812744141,-73.9771499634,33,2015-02-19 13:39:12,"iPhone3,1",7.1.2,1.1
40.7106018066,-74.0095291138,11.089548111,2015-02-19 13:58:24,"iPhone3,1",7.1.2,1.1
40.7433319092,-73.9839630127,17.9500255585,2015-02-19 14:06:56,"iPhone3,1",7.1.2,1.1
40.7523345947,-73.9763717651,29.5805854797,2015-02-19 14:13:20,"iPhone3,1",7.1.2,1.1
40.7876853943,-73.9518661499,26.6289348602,2015-02-19 14:43:12,"iPhone3,1",7.1.2,1.1
40.820766449,-73.9225997925,9.9995098114,2015-02-19 14:49:36,"iPhone3,1",7.1.2,1.1
40.8709869385,-73.8761367798,40,2015-02-19 14:56:00,"iPhone3,1",7.1.2,1.1
40.9118156433,-73.8223800659,43,2015-02-19 15:04:32,"iPhone3,1",7.1.2,1.1
40.9682388306,-73.7169647217,25.0522594452,2015-02-19 15:15:12,"iPhone3,1",7.1.2,1.1
41.0309181213,-73.5937271118,11.1806344986,2015-02-19 15:25:52,"iPhone3,1",7.1.2,1.1
41.0705680847,-73.511100769,19.7941932678,2015-02-19 15:38:40,"iPhone3,1",7.1.2,1.1
41.0875663757,-73.4281234741,19.8268680573,2015-02-19 15:45:04,"iPhone3,1",7.1.2,1.1
41.1098442078,-73.3910217285,25.1714763641,2015-02-19 15:51:28,"iPhone3,1",7.1.2,1.1
41.1373252869,-73.283203125,13.3564138412,2015-02-19 15:57:52,"iPhone3,1",7.1.2,1.1
41.1858253479,-73.1806793213,14.4315395355,2015-02-19 16:10:40,"iPhone3,1",7.1.2,1.1
41.2073097229,-73.1005172729,17.95271492,2015-02-19 16:19:12,"iPhone3,1",7.1.2,1.1
41.291305542,-72.9343948364,11.1535959244,2015-02-19 16:32:00,"iPhone3,1",7.1.2,1.1
