lat,lon,alt,date,device,os,version
21.3325538635,-157.89503479,5.39890480042,2015-02-03 03:35:28,"iPhone5,1",7.1,1.1
21.3311843872,-157.918731689,7.04087257385,2015-02-03 03:41:52,"iPhone5,1",7.1,1.1
21.3350219727,-157.923782349,5.23368263245,2015-02-03 03:54:40,"iPhone5,1",7.1,1.1
21.9799747467,-159.356613159,6.88132667542,2015-02-03 06:30:24,"iPhone5,1",7.1,1.1
21.9783992767,-159.348052979,46.6331787109,2015-02-03 06:36:48,"iPhone5,1",7.1,1.1
21.9819221497,-159.351165771,53.53125,2015-02-03 07:40:48,"iPhone5,1",7.1,1.1
21.9899597168,-159.345275879,33.6388549805,2015-02-03 07:40:48,"iPhone5,1",7.1,1.1
21.9905147552,-159.344818115,33.1394042969,2015-02-03 07:40:48,"iPhone5,1",7.1,1.1
21.9932117462,-159.343811035,15.444519043,2015-02-03 07:40:48,"iPhone5,1",7.1,1.1
21.9942378998,-159.34387207,20.9993896484,2015-02-03 07:40:48,"iPhone5,1",7.1,1.1
21.9952449799,-159.344055176,26.1340942383,2015-02-03 07:40:48,"iPhone5,1",7.1,1.1
21.9961357117,-159.344390869,29.5373535156,2015-02-03 07:42:56,"iPhone5,1",7.1,1.1
21.99700737,-159.344848633,30.4244995117,2015-02-03 07:42:56,"iPhone5,1",7.1,1.1
21.9979228973,-159.34538269,31.3134765625,2015-02-03 07:42:56,"iPhone5,1",7.1,1.1
21.99883461,-159.345901489,29.4248046875,2015-02-03 07:42:56,"iPhone5,1",7.1,1.1
22.051530838,-159.33380127,18.2785644531,2015-02-03 07:47:12,"iPhone5,1",7.1,1.1
22.0793895721,-159.31463623,3.47293281555,2015-02-03 07:51:28,"iPhone5,1",7.1,1.1
22.0900421143,-159.306427002,17.4582614899,2015-02-03 07:53:36,"iPhone5,1",7.1,1.1
22.1545028687,-159.314651489,17.2294902802,2015-02-03 08:00:00,"iPhone5,1",7.1,1.1
22.1873760223,-159.361129761,124.39050293,2015-02-03 08:06:24,"iPhone5,1",7.1,1.1
22.2139053345,-159.418640137,78.9615402222,2015-02-03 08:12:48,"iPhone5,1",7.1,1.1
22.2128200531,-159.470962524,93.2061233521,2015-02-03 08:17:04,"iPhone5,1",7.1,1.1
22.2222137451,-159.494537354,39.2055130005,2015-02-03 08:21:20,"iPhone5,1",7.1,1.1
22.2210693359,-159.497238159,38.5928421021,2015-02-03 08:23:28,"iPhone5,1",7.1,1.1
22.0857791901,-159.309356689,11.6441364288,2015-02-04 01:27:28,"iPhone5,1",7.1,1.1
22.0866756439,-159.308929443,9.85812568665,2015-02-04 01:27:28,"iPhone5,1",7.1,1.1
